No.,Repeat no.,Distance_matrix,Feasible_solution,Cost,Solve time (sec)
6,8,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 1, 5, 7, 2, 3], [10, 0, 3, 5, 4, 2], [6, 7, 0, 2, 10, 9], [8, 9, 4, 0, 3, 1], [9, 8, 1, 6, 0, 7], [4, 6, 8, 10, 5, 0]]'",352,0.8339227999999963
6,9,"[[0, 3, 19, 6, 10, 1], [3, 0, 11, 0, 15, 0], [19, 11, 0, 11, 16, 10], [6, 0, 11, 0, 10, 3], [10, 15, 16, 10, 0, 10], [1, 0, 10, 3, 10, 0]]'","[[0, 6, 2, 10, 7, 1], [3, 0, 10, 2, 5, 7], [5, 8, 0, 7, 4, 9], [4, 9, 1, 0, 6, 5], [9, 1, 3, 8, 0, 2], [8, 4, 6, 3, 10, 0]]'",331,0.8367169000000061
7,0,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 9, 6, 4, 2, 5], [3, 0, 4, 1, 5, 8], [8, 7, 0, 2, 9, 10], [7, 10, 5, 0, 8, 6], [10, 6, 1, 3, 0, 7], [1, 2, 3, 9, 4, 0]]'",424,0.8261934000000011
7,1,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 2, 1, 10, 3, 7], [5, 0, 6, 7, 9, 1], [4, 3, 0, 5, 7, 10], [9, 8, 2, 0, 4, 6], [6, 10, 8, 1, 0, 5], [8, 4, 9, 3, 2, 0]]'",460,0.8866694000000024
7,2,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 2, 7, 6, 4, 3], [5, 0, 6, 7, 3, 9], [1, 4, 0, 8, 10, 5], [9, 10, 3, 0, 5, 1], [8, 1, 9, 2, 0, 7], [10, 8, 2, 4, 6, 0]]'",408,0.8722444999999936
7,3,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 10, 9, 3, 1, 4], [8, 0, 5, 6, 2, 7], [6, 3, 0, 4, 7, 1], [7, 1, 2, 0, 10, 8], [5, 4, 8, 9, 0, 6], [2, 9, 10, 5, 3, 0]]'",404,0.8154362000000006
7,4,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 9, 2, 10, 3, 6], [7, 0, 8, 6, 10, 2], [1, 4, 0, 3, 9, 10], [8, 5, 7, 0, 4, 1], [5, 1, 6, 2, 0, 8], [4, 3, 5, 9, 7, 0]]'",362,0.8068421000000043
7,5,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 7, 2, 8, 4, 6], [5, 0, 4, 3, 8, 1], [3, 10, 0, 9, 7, 5], [10, 6, 1, 0, 5, 4], [1, 9, 6, 2, 0, 3], [9, 2, 8, 7, 10, 0]]'",360,0.8201593000000003
7,6,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 8, 3, 9, 1, 7], [2, 0, 1, 3, 9, 4], [10, 7, 0, 2, 6, 8], [6, 5, 4, 0, 7, 10], [4, 10, 5, 8, 0, 2], [5, 6, 9, 1, 3, 0]]'",379,0.9305452000000045
7,7,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 1, 6, 2, 7, 8], [5, 0, 2, 4, 3, 9], [10, 8, 0, 9, 4, 3], [3, 6, 7, 0, 5, 1], [9, 10, 1, 8, 0, 6], [4, 7, 5, 10, 2, 0]]'",444,0.8096023999999957
7,8,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 1, 3, 9, 10, 7], [2, 0, 6, 10, 9, 3], [8, 7, 0, 5, 4, 9], [4, 8, 2, 0, 7, 1], [6, 5, 1, 3, 0, 8], [5, 4, 10, 6, 2, 0]]'",505,0.7986726999999973
7,9,"[[0, 17, 5, 18, 6, 9], [17, 0, 6, 13, 0, 1], [5, 6, 0, 7, 14, 18], [18, 13, 7, 0, 18, 14], [6, 0, 14, 18, 0, 0], [9, 1, 18, 14, 0, 0]]'","[[0, 8, 1, 5, 4, 6], [3, 0, 5, 4, 1, 10], [7, 2, 0, 10, 3, 4], [2, 9, 6, 0, 8, 1], [10, 6, 9, 7, 0, 2], [9, 7, 8, 3, 5, 0]]'",366,0.8149809000000019
8,0,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 4, 8, 7, 2, 3], [10, 0, 1, 9, 8, 6], [9, 3, 0, 4, 10, 2], [5, 2, 6, 0, 1, 10], [6, 7, 5, 3, 0, 4], [1, 5, 7, 8, 9, 0]]'",443,0.8045784999999981
8,1,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 2, 4, 6, 8, 3], [1, 0, 9, 5, 6, 7], [10, 3, 0, 7, 2, 1], [9, 4, 8, 0, 3, 2], [7, 10, 5, 1, 0, 4], [5, 8, 6, 10, 9, 0]]'",490,0.8183833000000007
8,2,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 8, 10, 3, 9, 1], [6, 0, 5, 7, 3, 9], [4, 2, 0, 9, 8, 3], [2, 4, 1, 0, 6, 8], [5, 1, 7, 10, 0, 2], [7, 10, 6, 5, 4, 0]]'",496,0.793520799999996
8,3,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 10, 2, 8, 4, 9], [7, 0, 6, 4, 1, 8], [1, 3, 0, 10, 9, 4], [3, 9, 5, 0, 7, 1], [6, 5, 8, 2, 0, 10], [5, 2, 7, 6, 3, 0]]'",523,0.8243521999999999
8,4,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 8, 9, 5, 6, 1], [7, 0, 1, 4, 9, 3], [3, 10, 0, 2, 4, 5], [10, 6, 7, 0, 3, 9], [2, 5, 8, 1, 0, 10], [4, 2, 6, 8, 7, 0]]'",523,0.8314589999999953
8,5,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 9, 8, 10, 2, 7], [1, 0, 4, 3, 6, 8], [3, 5, 0, 2, 9, 1], [5, 7, 6, 0, 8, 4], [4, 10, 7, 1, 0, 5], [6, 2, 10, 9, 3, 0]]'",514,0.781450900000003
8,6,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 6, 1, 2, 9, 7], [10, 0, 8, 9, 5, 3], [5, 4, 0, 10, 3, 9], [3, 7, 6, 0, 1, 5], [8, 2, 7, 4, 0, 6], [4, 1, 2, 8, 10, 0]]'",498,0.8056940000000026
8,7,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 5, 10, 2, 3, 4], [6, 0, 1, 7, 4, 8], [8, 9, 0, 6, 7, 3], [9, 3, 4, 0, 8, 10], [1, 10, 2, 5, 0, 9], [7, 2, 5, 1, 6, 0]]'",438,0.8211802000000006
8,8,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 7, 2, 8, 9, 1], [5, 0, 10, 9, 4, 2], [6, 1, 0, 7, 3, 9], [3, 6, 4, 0, 2, 5], [10, 8, 5, 1, 0, 6], [4, 3, 8, 10, 7, 0]]'",466,0.8172277999999977
8,9,"[[0, 12, 16, 14, 3, 15], [12, 0, 18, 13, 5, 3], [16, 18, 0, 16, 14, 12], [14, 13, 16, 0, 2, 18], [3, 5, 14, 2, 0, 19], [15, 3, 12, 18, 19, 0]]'","[[0, 3, 8, 2, 7, 10], [6, 0, 10, 7, 8, 2], [4, 5, 0, 3, 2, 6], [1, 4, 9, 0, 6, 5], [5, 9, 1, 10, 0, 3], [9, 1, 7, 8, 4, 0]]'",489,0.7846583999999979
9,0,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 2, 1, 6, 7, 4], [8, 0, 6, 7, 3, 9], [3, 10, 0, 9, 4, 8], [10, 4, 5, 0, 1, 3], [9, 5, 2, 8, 0, 10], [5, 1, 7, 2, 6, 0]]'",247,0.8148287000000067
9,1,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 3, 8, 2, 4, 9], [1, 0, 2, 4, 8, 6], [10, 7, 0, 6, 5, 4], [7, 5, 9, 0, 10, 8], [6, 9, 3, 1, 0, 7], [5, 10, 1, 3, 2, 0]]'",258,0.8289118000000002
9,2,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 6, 8, 1, 7, 3], [2, 0, 7, 3, 1, 4], [4, 5, 0, 6, 3, 2], [10, 8, 9, 0, 2, 7], [5, 9, 10, 4, 0, 6], [9, 10, 1, 5, 8, 0]]'",245,0.828860199999994
9,3,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 8, 9, 4, 1, 5], [2, 0, 7, 6, 5, 4], [6, 3, 0, 5, 4, 1], [10, 1, 8, 0, 9, 2], [3, 10, 2, 7, 0, 8], [7, 9, 10, 3, 6, 0]]'",246,0.8002184000000057
9,4,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 1, 5, 2, 4, 6], [8, 0, 6, 7, 2, 3], [3, 9, 0, 1, 8, 2], [9, 10, 4, 0, 3, 5], [10, 5, 7, 6, 0, 1], [7, 4, 10, 8, 9, 0]]'",246,0.9418964000000045
9,5,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 6, 9, 5, 10, 7], [8, 0, 10, 9, 4, 2], [3, 7, 0, 8, 5, 6], [2, 1, 4, 0, 7, 3], [1, 3, 2, 6, 0, 8], [4, 5, 1, 10, 9, 0]]'",231,0.8058682000000061
9,6,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 1, 3, 10, 7, 8], [4, 0, 10, 5, 8, 3], [5, 2, 0, 9, 6, 4], [6, 7, 8, 0, 3, 1], [2, 9, 1, 4, 0, 5], [9, 6, 7, 2, 10, 0]]'",272,0.8218928000000005
9,7,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 9, 1, 2, 10, 6], [5, 0, 6, 4, 1, 8], [7, 10, 0, 3, 4, 5], [8, 7, 9, 0, 6, 1], [3, 2, 8, 5, 0, 7], [4, 3, 2, 10, 9, 0]]'",225,0.8159660000000031
9,8,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 1, 8, 2, 6, 7], [4, 0, 6, 5, 9, 3], [9, 2, 0, 3, 5, 1], [10, 8, 7, 0, 1, 6], [3, 7, 10, 4, 0, 2], [5, 10, 4, 9, 8, 0]]'",243,0.8109407999999974
9,9,"[[0, 9, 6, 7, 12, 6], [9, 0, 1, 10, 1, 3], [6, 1, 0, 1, 9, 6], [7, 10, 1, 0, 4, 10], [12, 1, 9, 4, 0, 7], [6, 3, 6, 10, 7, 0]]'","[[0, 3, 5, 6, 9, 4], [1, 0, 10, 8, 2, 6], [8, 4, 0, 7, 1, 9], [2, 9, 3, 0, 10, 1], [7, 5, 6, 4, 0, 8], [10, 7, 2, 5, 3, 0]]'",261,0.8040759000000008
10,0,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 3, 5, 2, 4, 8], [7, 0, 4, 6, 10, 5], [1, 2, 0, 9, 7, 10], [10, 1, 8, 0, 3, 4], [9, 8, 6, 5, 0, 2], [6, 9, 3, 7, 1, 0]]'",367,0.8721426000000037
10,1,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 4, 2, 3, 6, 8], [7, 0, 1, 10, 2, 6], [9, 5, 0, 6, 10, 3], [5, 8, 7, 0, 9, 1], [1, 3, 8, 4, 0, 5], [10, 9, 4, 2, 7, 0]]'",388,0.7873662000000081
10,2,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 3, 9, 5, 7, 10], [1, 0, 2, 9, 5, 8], [8, 7, 0, 6, 4, 5], [4, 10, 3, 0, 8, 2], [2, 6, 10, 1, 0, 9], [6, 4, 1, 7, 3, 0]]'",354,0.7932677000000012
10,3,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 4, 8, 6, 10, 5], [1, 0, 6, 8, 2, 7], [7, 3, 0, 2, 9, 1], [9, 10, 5, 0, 1, 3], [3, 5, 4, 7, 0, 6], [2, 9, 10, 4, 8, 0]]'",349,0.7897823999999929
10,4,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 8, 6, 4, 9, 7], [5, 0, 10, 2, 3, 1], [1, 4, 0, 3, 8, 9], [10, 9, 7, 0, 6, 5], [2, 7, 5, 1, 0, 10], [3, 6, 2, 8, 4, 0]]'",334,0.8225169999999906
10,5,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 1, 7, 5, 8, 6], [3, 0, 10, 7, 9, 5], [9, 2, 0, 8, 5, 4], [4, 6, 3, 0, 10, 2], [2, 4, 6, 1, 0, 3], [10, 8, 1, 9, 7, 0]]'",336,0.8148496000000023
10,6,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 2, 5, 3, 9, 10], [8, 0, 4, 5, 7, 3], [7, 9, 0, 1, 10, 6], [6, 10, 2, 0, 8, 9], [1, 6, 3, 4, 0, 5], [4, 1, 8, 7, 2, 0]]'",377,0.810744100000008
10,7,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 9, 6, 10, 2, 4], [1, 0, 8, 3, 5, 10], [3, 2, 0, 7, 10, 1], [5, 6, 4, 0, 1, 2], [7, 4, 9, 8, 0, 3], [8, 7, 5, 9, 6, 0]]'",324,0.8403161000000097
10,8,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 6, 9, 7, 1, 2], [5, 0, 1, 2, 3, 9], [8, 7, 0, 5, 4, 6], [4, 10, 3, 0, 9, 8], [10, 8, 2, 6, 0, 7], [3, 4, 10, 1, 5, 0]]'",310,0.7998831000000024
10,9,"[[0, 0, 5, 19, 17, 16], [0, 0, 11, 10, 5, 8], [5, 11, 0, 6, 1, 4], [19, 10, 6, 0, 14, 5], [17, 5, 1, 14, 0, 9], [16, 8, 4, 5, 9, 0]]'","[[0, 8, 5, 1, 6, 10], [9, 0, 4, 7, 5, 1], [2, 3, 0, 6, 10, 7], [4, 10, 9, 0, 3, 2], [7, 2, 1, 8, 0, 9], [3, 6, 8, 5, 4, 0]]'",369,0.8353079000000037
